"generator","source_type","grade","layout_mode","transformer_count","transformers"
"bubbles","bubbles","C","",4,"FisheyeTransformer(shape=circle,strength=0.27,zoom=1.14) | FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=cols,high=0.63,low=0.13,sort_key=green) | SwirlWarpTransformer(strength=1.50)"
"bubbles","bubbles","C","",4,"FisheyeTransformer(shape=circle,strength=0.29,zoom=0.88) | FractalWarpTransformer(iter=1,scale=0.05) | PosterizationTransformer(levels=4) | WheelTransformer(blend=normal,copies=4)"
"bubbles","bubbles","C","",4,"FisheyeTransformer(shape=circle,strength=0.50,zoom=1.03) | FluidWarpTransformer(alpha=0.98,sigma=2.86) | RadialWarpTransformer(radius=0.25,strength=64.52118744525976,45.626827326169,style=push,pull) | ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",4,"FisheyeTransformer(shape=circle,strength=0.54,zoom=1.03) | FluidWarpTransformer(alpha=15.40,sigma=7.13) | MeltMorphTransformer(intensity=0.50) | RadialWarpTransformer(radius=0.25,strength=44.177198958123604,style=pull)"
"bubbles","bubbles","C","",2,"FisheyeTransformer(shape=circle,strength=0.70,zoom=1.10) | PixelSortTransformer(direction=cols,high=0.63,low=0.06,sort_key=green)"
"bubbles","bubbles","C","",2,"FisheyeTransformer(shape=circle,strength=0.75,zoom=0.99) | ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",2,"FisheyeTransformer(shape=oval,strength=0.29,zoom=1.10) | WheelTransformer(blend=lighter,copies=5)"
"bubbles","bubbles","C","",2,"FisheyeTransformer(shape=oval,strength=0.35,zoom=1.09) | FlipWilsonTransformer(keep=top_right,narrow=0.28)"
"bubbles","bubbles","C","",2,"FisheyeTransformer(shape=oval,strength=0.44,zoom=1.15) | MeltMorphTransformer(intensity=0.50)"
"bubbles","bubbles","C","",3,"FisheyeTransformer(shape=oval,strength=0.71,zoom=1.11) | FlipWilsonTransformer(keep=top_left,narrow=0.43) | PixelSortTransformer(direction=cols,high=0.80,low=0.08,sort_key=brightness)"
"bubbles","bubbles","C","",3,"FlipWilsonTransformer(keep=bottom,narrow=0.20) | FractalWarpTransformer(iter=1,scale=0.05) | WheelTransformer(blend=normal,copies=4)"
"bubbles","bubbles","C","",1,"FlipWilsonTransformer(keep=bottom_left,narrow=0.48)"
"bubbles","bubbles","C","",3,"FlipWilsonTransformer(keep=top,narrow=0.48) | FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=cols,high=0.84,low=0.31,sort_key=green)"
"bubbles","bubbles","C","",1,"FluidWarpTransformer(alpha=11.51,sigma=2.04)"
"bubbles","bubbles","C","",2,"FluidWarpTransformer(alpha=7.29,sigma=4.24) | WheelTransformer(blend=lighter,copies=4)"
"bubbles","bubbles","C","",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"bubbles","bubbles","C","",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"bubbles","bubbles","C","",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"bubbles","bubbles","C","",2,"FractalWarpTransformer(iter=1,scale=0.05) | MeltMorphTransformer(intensity=0.50)"
"bubbles","bubbles","C","",3,"FractalWarpTransformer(iter=1,scale=0.05) | MeltMorphTransformer(intensity=0.50) | ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",4,"FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=rows,high=0.84,low=0.34,sort_key=brightness) | SwirlWarpTransformer(strength=1.50) | WheelTransformer(blend=normal,copies=4)"
"bubbles","bubbles","C","",2,"FractalWarpTransformer(iter=1,scale=0.05) | PosterizationTransformer(levels=4)"
"bubbles","bubbles","C","",3,"GlitchWarpTransformer(intensity=0.01) | PixelSortTransformer(direction=rows,high=0.88,low=0.25,sort_key=brightness) | ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",1,"HalftoneTransformer(size=2)"
"bubbles","bubbles","C","",1,"HalftoneTransformer(size=2)"
"bubbles","bubbles","C","",3,"HalftoneTransformer(size=2) | MeltMorphTransformer(intensity=0.50) | PixelSortTransformer(direction=rows,high=0.95,low=0.17,sort_key=saturation)"
"bubbles","bubbles","C","",4,"HalftoneTransformer(size=2) | OilPaintingTransformer(dyn_ratio=6,size=5) | PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",2,"HalftoneTransformer(size=2) | ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",2,"MeltMorphTransformer(intensity=0.50) | SwirlWarpTransformer(strength=1.50)"
"bubbles","bubbles","C","",2,"MeltMorphTransformer(intensity=0.50) | ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",2,"MeltMorphTransformer(intensity=0.50) | ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",1,"PosterizationTransformer(levels=4)"
"bubbles","bubbles","C","",1,"PosterizationTransformer(levels=4)"
"bubbles","bubbles","C","",1,"PosterizationTransformer(levels=4)"
"bubbles","bubbles","C","",1,"PosterizationTransformer(levels=4)"
"bubbles","bubbles","C","",1,"PosterizationTransformer(levels=4)"
"bubbles","bubbles","C","",2,"PosterizationTransformer(levels=4) | WatercolorTransformer(scale=0.85,style=monet)"
"bubbles","bubbles","C","",2,"PosterizationTransformer(levels=4) | WheelTransformer(blend=add,copies=3)"
"bubbles","bubbles","C","",1,"RadialWarpTransformer(radius=0.25,strength=75.19740361412258,87.86878452044604,91.47995932694633,style=pull,pull,pull)"
"bubbles","bubbles","C","",1,"RadialWarpTransformer(radius=0.25,strength=90.83010031389247,127.08958860587647,style=push,pull)"
"bubbles","bubbles","C","",1,"StippleTransformer(bg=complement,dot_radius=3,jitter=1,spacing=9)"
"bubbles","bubbles","C","",1,"SwirlWarpTransformer(strength=1.50)"
"bubbles","bubbles","C","",1,"SwirlWarpTransformer(strength=1.50)"
"bubbles","bubbles","C","",1,"SwirlWarpTransformer(strength=1.50)"
"bubbles","bubbles","C","",1,"ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",1,"ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",1,"ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",1,"ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",1,"ThermalImagingTransformer(thermal=True)"
"bubbles","bubbles","C","",2,"ThermalImagingTransformer(thermal=True) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"bubbles","bubbles","C","",1,"WheelTransformer(blend=add,copies=4)"
"bubbles","bubbles","C","",1,"WheelTransformer(blend=lighter,copies=5)"
"bubbles","bubbles","C","",1,"WheelTransformer(blend=lighter,copies=5)"
"bubbles","bubbles","C","",1,"WheelTransformer(blend=lighter,copies=5)"
"bubbles","bubbles","F","",3,"ChromaticAberrationTransformer(angle=245.30,edge_fade=1,shift=7.80) | FluidWarpTransformer(alpha=3.22,sigma=5.52) | SwirlWarpTransformer(strength=1.50)"
"bubbles","bubbles","F","",1,"ChromaticAberrationTransformer(angle=5.50,edge_fade=1,shift=16.20)"
"bubbles","bubbles","F","",3,"DataMoshTransformer(intensity=0.02) | FisheyeTransformer(shape=oval,strength=0.74,zoom=0.87) | WheelTransformer(blend=normal,copies=4)"
"bubbles","bubbles","F","",1,"FisheyeTransformer(shape=circle,strength=0.35,zoom=1.12)"
"bubbles","bubbles","F","",1,"FisheyeTransformer(shape=circle,strength=0.80,zoom=1.06)"
"bubbles","bubbles","F","",4,"FlipWilsonTransformer(keep=right,narrow=0.21) | StippleTransformer(bg=black,dot_radius=5,jitter=1,spacing=20) | SwirlWarpTransformer(strength=1.50) | WheelTransformer(blend=lighter,copies=3)"
"bubbles","bubbles","F","",3,"FlipWilsonTransformer(keep=top_left,narrow=0.38) | HalftoneTransformer(size=2) | RadialWarpTransformer(radius=0.25,strength=111.52442361775387,70.53781749929524,72.88220540567428,style=pull,pull,pull)"
"bubbles","bubbles","F","",1,"FluidWarpTransformer(alpha=10.45,sigma=5.11)"
"bubbles","bubbles","F","",3,"FractalWarpTransformer(iter=1,scale=0.05) | HalftoneTransformer(size=2) | RadialWarpTransformer(radius=0.25,strength=115.95893094222528,88.95722609040894,61.60928875618366,style=pull,pull,pull)"
"bubbles","bubbles","F","",4,"FractalWarpTransformer(iter=1,scale=0.05) | HalftoneTransformer(size=2) | StippleTransformer(bg=black,dot_radius=5,jitter=1,spacing=17) | WheelTransformer(blend=lighter,copies=5)"
"bubbles","bubbles","F","",1,"HalftoneTransformer(size=2)"
"bubbles","bubbles","F","",1,"RadialWarpTransformer(radius=0.25,strength=54.07607838566738,47.62012195325499,style=pull,pull)"
"bubbles","bubbles","F","",1,"SwirlWarpTransformer(strength=1.50)"
"bubbles","bubbles","F","",1,"SwirlWarpTransformer(strength=1.50)"
"bubbles","bubbles","F","",1,"WatercolorTransformer(scale=0.85,style=monet)"
"bubbles","bubbles","F","",1,"WatercolorTransformer(scale=0.85,style=monet)"
"bubbles","bubbles","F","",1,"WatercolorTransformer(scale=0.85,style=monet)"
"bubbles","bubbles","F","",1,"WheelTransformer(blend=normal,copies=4)"
"burnscliff_mer_f12","photo","A","",2,"ColormapTransformer(map=hsv) | VoronoiTransformer(edge_blend=1,num_points=200)"
"butterfly_hst","photo","A","",3,"ChromaticAberrationTransformer(angle=106.70,edge_fade=1,shift=11.00) | RadialWarpTransformer(radius=0.25,strength=86.60705640868201,style=push) | ThermalImagingTransformer(thermal=True)"
"cenA_cfht","photo","A","",3,"FisheyeTransformer(shape=circle,strength=0.78,zoom=0.99) | ThermalImagingTransformer(thermal=True) | VoronoiTransformer(edge_blend=1,num_points=313)"
"cena_comp800","photo","A","",2,"MeltMorphTransformer(intensity=0.50) | WheelTransformer(blend=lighter,copies=5)"
"cmbr_planck","photo","A","",1,"PixelSortTransformer(direction=cols,high=0.58,low=0.35,sort_key=brightness)"
"crab_composite_cx","photo","F","",3,"FisheyeTransformer(shape=circle,strength=0.59,zoom=0.97) | WatercolorTransformer(scale=0.85,style=psychedelic) | WheelTransformer(blend=lighter,copies=5)"
"cubes","cubes","A","",2,"ChromaticAberrationTransformer(angle=105.20,edge_fade=1,shift=10.30) | HalftoneTransformer(size=2)"
"cubes","cubes","A","",3,"ChromaticAberrationTransformer(angle=109.90,edge_fade=1,shift=9.20) | GlitchWarpTransformer(intensity=0.01) | KaleidoscopeTransformer(cx_off=-0.02,cy_off=0.17,segments=8)"
"cubes","cubes","A","",3,"ChromaticAberrationTransformer(angle=114.30,edge_fade=1,shift=7.80) | KaleidoscopeTransformer(cx_off=0.14,cy_off=-0.13,segments=6) | MeltMorphTransformer(intensity=0.50)"
"cubes","cubes","A","",2,"ChromaticAberrationTransformer(angle=127.00,edge_fade=1,shift=4.30) | WheelTransformer(blend=normal,copies=3)"
"cubes","cubes","A","",3,"ChromaticAberrationTransformer(angle=128.60,edge_fade=1,shift=12.50) | FisheyeTransformer(shape=circle,strength=0.58,zoom=1.03) | ThermalImagingTransformer(thermal=True)"
"cubes","cubes","A","",4,"ChromaticAberrationTransformer(angle=131.50,edge_fade=1,shift=11.10) | FluidWarpTransformer(alpha=10.01,sigma=5.38) | PixelSortTransformer(direction=cols,high=0.58,low=0.22,sort_key=green) | WheelTransformer(blend=lighter,copies=5)"
"cubes","cubes","A","",4,"ChromaticAberrationTransformer(angle=14.90,edge_fade=1,shift=16.80) | FractalWarpTransformer(iter=1,scale=0.05) | RadialWarpTransformer(radius=0.25,strength=77.06165489078663,style=pull) | SwirlWarpTransformer(strength=1.50)"
"cubes","cubes","A","",4,"ChromaticAberrationTransformer(angle=151.00,edge_fade=1,shift=13.10) | FlipWilsonTransformer(keep=bottom_right,narrow=0.32) | KaleidoscopeTransformer(cx_off=-0.19,cy_off=0.17,segments=6) | PosterizationTransformer(levels=4)"
"cubes","cubes","A","",2,"ChromaticAberrationTransformer(angle=159.10,edge_fade=1,shift=8.70) | FlipWilsonTransformer(keep=top,narrow=0.33)"
"cubes","cubes","A","",2,"ChromaticAberrationTransformer(angle=170.00,edge_fade=1,shift=17.50) | DataMoshTransformer(intensity=0.01)"
"cubes","cubes","A","",4,"ChromaticAberrationTransformer(angle=182.10,edge_fade=1,shift=4.50) | GlitchWarpTransformer(intensity=0.01) | KaleidoscopeTransformer(cx_off=0.01,cy_off=-0.13,segments=4) | ThermalImagingTransformer(thermal=True)"
"cubes","cubes","A","",3,"ChromaticAberrationTransformer(angle=204.50,edge_fade=1,shift=7.20) | FlipWilsonTransformer(keep=top_left,narrow=0.47) | WheelTransformer(blend=add,copies=3)"
"cubes","cubes","A","",3,"ChromaticAberrationTransformer(angle=205.20,edge_fade=1,shift=13.20) | OilPaintingTransformer(dyn_ratio=2,size=3) | ThermalImagingTransformer(thermal=True)"
"cubes","cubes","A","",3,"ChromaticAberrationTransformer(angle=215.30,edge_fade=1,shift=10.30) | FractalWarpTransformer(iter=1,scale=0.05) | RadialWarpTransformer(radius=0.25,strength=139.6141103661011,style=pull)"
"cubes","cubes","A","",4,"ChromaticAberrationTransformer(angle=223.00,edge_fade=1,shift=12.00) | GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=7,size=4) | WatercolorTransformer(scale=0.85,style=monet)"
"cubes","cubes","A","",2,"ChromaticAberrationTransformer(angle=272.30,edge_fade=1,shift=4.10) | GlitchWarpTransformer(intensity=0.01)"
"cubes","cubes","A","",3,"ChromaticAberrationTransformer(angle=282.80,edge_fade=1,shift=17.30) | FlipWilsonTransformer(keep=left,narrow=0.49) | SwirlWarpTransformer(strength=1.50)"
"cubes","cubes","A","",4,"ChromaticAberrationTransformer(angle=288.90,edge_fade=1,shift=12.10) | GlitchWarpTransformer(intensity=0.01) | PixelSortTransformer(direction=cols,high=0.71,low=0.17,sort_key=green) | WheelTransformer(blend=normal,copies=4)"
"cubes","cubes","A","",3,"ChromaticAberrationTransformer(angle=3.70,edge_fade=1,shift=14.30) | SwirlWarpTransformer(strength=1.50) | WheelTransformer(blend=normal,copies=5)"
"cubes","cubes","A","",1,"ChromaticAberrationTransformer(angle=313.50,edge_fade=1,shift=8.30)"
"cubes","cubes","A","",3,"ChromaticAberrationTransformer(angle=332.70,edge_fade=1,shift=7.70) | FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=cols,high=0.81,low=0.12,sort_key=brightness)"
"cubes","cubes","A","",3,"ChromaticAberrationTransformer(angle=54.90,edge_fade=1,shift=14.40) | ColormapTransformer(map=autumn) | ThermalImagingTransformer(thermal=True)"
"cubes","cubes","A","",4,"ChromaticAberrationTransformer(angle=55.90,edge_fade=1,shift=17.10) | OilPaintingTransformer(dyn_ratio=2,size=3) | PosterizationTransformer(levels=4) | WheelTransformer(blend=lighter,copies=4)"
"cubes","cubes","A","",1,"ChromaticAberrationTransformer(angle=78.00,edge_fade=1,shift=8.20)"
"cubes","cubes","A","",2,"ChromaticAberrationTransformer(angle=91.80,edge_fade=1,shift=9.10) | KaleidoscopeTransformer(cx_off=0.02,cy_off=0.15,segments=6)"
"cubes","cubes","A","",4,"ColormapTransformer(map=bone) | OilPaintingTransformer(dyn_ratio=7,size=4) | PosterizationTransformer(levels=4) | WatercolorTransformer(scale=0.85,style=monet)"
"cubes","cubes","A","",1,"ColormapTransformer(map=hot)"
"cubes","cubes","A","",4,"ColormapTransformer(map=jet) | FlipWilsonTransformer(keep=bottom_left,narrow=0.26) | FluidWarpTransformer(alpha=2.36,sigma=7.77) | HalftoneTransformer(size=2)"
"cubes","cubes","A","",3,"ColormapTransformer(map=jet) | FlipWilsonTransformer(keep=right,narrow=0.21) | FractalWarpTransformer(iter=1,scale=0.05)"
"cubes","cubes","A","",3,"ColormapTransformer(map=jet) | OilPaintingTransformer(dyn_ratio=6,size=6) | SwirlWarpTransformer(strength=1.50)"
"cubes","cubes","A","",4,"ColormapTransformer(map=ocean) | HalftoneTransformer(size=2) | MeltMorphTransformer(intensity=0.50) | PosterizationTransformer(levels=4)"
"cubes","cubes","A","",3,"ColormapTransformer(map=rainbow) | DataMoshTransformer(intensity=0.01) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"cubes","cubes","A","",2,"ColormapTransformer(map=rainbow) | MeltMorphTransformer(intensity=0.50)"
"cubes","cubes","A","",1,"ColormapTransformer(map=spring)"
"cubes","cubes","A","",3,"ColormapTransformer(map=spring) | FluidWarpTransformer(alpha=12.36,sigma=5.83) | PosterizationTransformer(levels=4)"
"cubes","cubes","A","",3,"ColormapTransformer(map=spring) | FluidWarpTransformer(alpha=5.32,sigma=2.32) | FractalWarpTransformer(iter=1,scale=0.05)"
"cubes","cubes","A","",4,"ColormapTransformer(map=spring) | FluidWarpTransformer(alpha=8.38,sigma=1.70) | HalftoneTransformer(size=2) | SwirlWarpTransformer(strength=1.50)"
"cubes","cubes","A","",3,"ColormapTransformer(map=summer) | GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=1,size=6)"
"cubes","cubes","A","",4,"ColormapTransformer(map=summer) | RadialWarpTransformer(radius=0.25,strength=62.35339647514628,111.58138852197261,style=push,push) | SwirlWarpTransformer(strength=1.50) | WheelTransformer(blend=add,copies=4)"
"cubes","cubes","A","",1,"DataMoshTransformer(intensity=0.01)"
"cubes","cubes","A","",1,"DataMoshTransformer(intensity=0.01)"
"cubes","cubes","A","",1,"DataMoshTransformer(intensity=0.01)"
"cubes","cubes","A","",3,"DataMoshTransformer(intensity=0.01) | FluidWarpTransformer(alpha=16.52,sigma=4.49) | WatercolorTransformer(scale=0.85,style=monet)"
"cubes","cubes","A","",2,"DataMoshTransformer(intensity=0.02) | SwirlWarpTransformer(strength=1.50)"
"cubes","cubes","A","",2,"FisheyeTransformer(shape=circle,strength=0.63,zoom=0.96) | FractalWarpTransformer(iter=1,scale=0.05)"
"cubes","cubes","A","",4,"FisheyeTransformer(shape=circle,strength=0.64,zoom=0.98) | GlitchWarpTransformer(intensity=0.01) | MeltMorphTransformer(intensity=0.50) | SwirlWarpTransformer(strength=1.50)"
"cubes","cubes","A","",4,"FisheyeTransformer(shape=oval,strength=0.75,zoom=0.96) | RadialWarpTransformer(radius=0.25,strength=134.69152337462012,107.85862916693505,100.3381509475518,style=push,pull,pull) | SwirlWarpTransformer(strength=1.50) | WheelTransformer(blend=add,copies=5)"
"cubes","cubes","A","",2,"FlipWilsonTransformer(keep=bottom,narrow=0.32) | SwirlWarpTransformer(strength=1.50)"
